code,city,pref,area_type,trade_radius_km,total_pop,women_40plus,residential_ratio,pop_density,station_density,nearest_station_m,nearest_road_m,station_bonus,road_bonus,location_bonus,comp_in_radius,comp_penalty,barrier_factor,border_bonus,base_score,score_v2,score_v3,score_v4,rank_v3,rank_v4,rank_chg
14207,茅ヶ崎市,神奈川,郊外住宅,3.0,242389,79549,0.0483,6791.1353,0.0841,600.0,646.0,1.0,1.15,1.15,6,0.3,1.0,1.0,135.8906,1.3,1.3,1.8,58.0,124.0,-66
14382,箱根町,神奈川,ロードサイド,5.0,11293,3875,0.7539,121.6425,0.14,1632.0,1520.0,1.0,0.85,0.85,0,1.0,1.5,1.0,37.1959,6.1,6.1,1.8,23.0,124.0,-101
11342,嵐山町,埼玉県,ロードサイド,5.0,17889,6095,0.3743,598.7816,0.0335,1773.0,975.0,1.0,1.15,1.15,0,1.0,1.3,1.0,29.0472,3.2,3.2,1.7,38.0,127.0,-89
13221,清瀬市,東京都,郊外住宅,3.0,76208,24931,0.0448,7436.5169,0.0976,1058.0,67.0,1.0,1.3,1.3,1,0.85,1.0,1.0,39.5026,0.2,0.1,1.7,155.0,127.0,28
13202,立川市,東京都,都心住宅,2.0,183581,56251,0.0326,7541.5137,0.534,924.0,244.0,1.0,1.0,1.0,5,0.3,1.0,1.0,145.9278,0.3,0.2,1.7,137.0,127.0,10
12219,市原市,千葉県,ロードサイド,5.0,269524,83965,0.0483,732.0722,0.057,2032.0,1621.0,1.0,0.85,0.85,0,1.0,1.0,1.0,51.6364,1.2,1.2,1.7,61.0,127.0,-66
13118,荒川区,東京都,超都心,1.0,217475,64052,0.002,21369.4348,2.7513,259.0,208.0,1.3,1.0,1.3,1,0.85,1.0,1.0,40.7768,0.0,0.0,1.7,185.0,127.0,58
11349,ときがわ町,埼玉県,ロードサイド,5.0,10540,3887,0.763,188.5905,0.0179,4308.0,6315.0,1.0,0.85,0.85,0,1.0,1.3,1.0,37.7615,7.8,7.8,1.6,21.0,132.0,-111
13308,奥多摩町,東京都,ロードサイド,5.0,4750,1912,0.9522,21.0617,0.0222,4008.0,3139.0,1.0,0.85,0.85,0,1.0,1.95,1.1,23.1807,17.4,17.4,1.6,10.0,132.0,-122
12232,白井市,千葉県,ロードサイド,5.0,62441,19937,0.144,1760.3319,0.0564,1954.0,447.0,1.0,1.3,1.3,1,0.85,1.0,1.0,36.5538,0.8,0.8,1.6,78.0,132.0,-54
11327,越生町,埼玉県,ロードサイド,5.0,11029,3998,0.722,273.1269,0.0743,3006.0,6074.0,1.0,0.85,0.85,0,1.0,1.3,1.0,36.7528,6.1,6.1,1.6,23.0,132.0,-109
14208,逗子市,神奈川,郊外住宅,3.0,57060,20842,0.0483,3302.9203,0.2315,844.0,298.0,1.0,1.3,1.3,1,0.85,1.0,1.0,35.6036,0.3,0.3,1.5,122.0,136.0,-14
13122,葛飾区,東京都,超都心,1.0,453093,138071,0.0009,13013.4052,0.3447,852.0,28.0,1.0,1.0,1.0,0,1.0,1.0,1.0,39.5544,0.0,0.0,1.5,185.0,136.0,49
11106,さいたま市桜区,埼玉県,郊外住宅,3.0,98661,28486,0.0359,5303.3056,0.0538,2308.0,124.0,1.0,1.3,1.3,1,0.85,1.0,1.0,36.1688,0.2,0.2,1.5,137.0,136.0,1
13219,狛江市,東京都,超都心,1.0,84772,25688,0.0033,13312.5017,0.3141,286.0,20.0,1.3,1.0,1.3,0,1.0,1.0,1.0,26.9833,0.0,0.0,1.4,185.0,139.0,46
11383,神川町,埼玉県,ロードサイド,5.0,13359,4473,0.4812,281.5662,0.0211,6691.0,121.0,1.0,1.3,1.3,0,1.0,1.0,1.0,27.4053,2.3,2.3,1.4,44.0,139.0,-95
14204,鎌倉市,神奈川,郊外住宅,3.0,172710,62862,0.0483,4353.075,0.4285,1050.0,990.0,1.0,1.15,1.15,5,0.3,1.0,1.0,107.3848,0.7,0.6,1.4,94.0,139.0,-45
11363,長瀞町,埼玉県,ロードサイド,5.0,6807,2613,0.7265,223.6741,0.1314,855.0,605.0,1.0,1.15,1.15,1,0.85,1.3,1.0,24.1705,4.7,4.7,1.2,28.0,142.0,-114
12208,野田市,千葉県,ロードサイド,5.0,152638,49871,0.057,1474.5497,0.058,1814.0,346.0,1.0,1.3,1.3,3,0.55,1.0,1.1,36.1937,1.3,1.3,1.1,58.0,143.0,-85
11301,伊奈町,埼玉県,郊外住宅,3.0,44841,13523,0.0538,3040.8543,0.3391,299.0,2296.0,1.0,0.85,0.85,0,1.0,1.3,1.0,25.7314,0.4,0.4,1.1,111.0,143.0,-32
11229,和光市,埼玉県,都心住宅,2.0,83989,21572,0.0218,7599.0527,0.181,655.0,375.0,1.0,1.0,1.0,2,0.7,1.0,1.0,37.4229,0.0,0.0,1.0,185.0,145.0,40
12322,酒々井町,千葉県,ロードサイド,5.0,20745,6856,0.2525,1091.7685,0.2105,372.0,622.0,1.0,1.15,1.15,0,1.0,1.0,1.0,22.0416,0.4,0.4,1.0,111.0,145.0,-34
11110,さいたま市岩槻区,埼玉県,郊外住宅,3.0,111815,36269,0.0174,2272.7481,0.0407,1938.0,198.0,1.0,1.3,1.3,1,0.85,1.0,1.0,22.3199,0.1,0.1,1.0,155.0,145.0,10
12239,大網白里市,千葉県,ロードサイド,5.0,48129,16782,0.1304,827.9571,0.0344,3072.0,1740.0,1.0,0.85,0.85,0,1.0,1.0,1.0,27.8632,1.1,1.1,0.9,71.0,148.0,-77
12233,富里市,千葉県,ロードサイド,5.0,49735,15473,0.1462,923.0383,0.0,6062.0,1129.0,1.0,0.85,0.85,0,1.0,1.0,1.0,28.8026,0.5,0.5,0.9,103.0,148.0,-45
11239,坂戸市,埼玉県,郊外住宅,3.0,100275,31981,0.0272,2447.4672,0.0732,926.0,401.0,1.0,1.3,1.3,3,0.55,1.0,1.0,30.7658,0.1,0.1,0.9,155.0,148.0,7
11341,滑川町,埼玉県,ロードサイド,5.0,19732,5586,0.3006,665.0271,0.0674,3127.0,3435.0,1.0,0.85,0.85,0,1.0,1.3,1.0,21.3796,1.6,1.6,0.9,52.0,148.0,-96
11348,鳩山町,埼玉県,ロードサイド,5.0,13560,5427,0.4268,526.7939,0.0,4187.0,5410.0,1.0,0.85,0.85,2,0.7,1.3,1.0,29.4913,2.1,2.1,0.9,45.0,148.0,-103
13218,福生市,東京都,都心住宅,2.0,56414,17912,0.0155,5538.551,0.5891,300.0,272.0,1.3,1.0,1.3,1,0.85,1.0,1.0,22.0936,0.0,0.0,0.9,185.0,148.0,37
14206,小田原市,神奈川,ロードサイド,5.0,188856,63662,0.0483,1662.4543,0.2025,1220.0,17.0,1.0,1.3,1.3,4,0.4,1.0,1.0,39.1505,3.2,3.2,0.8,38.0,154.0,-116
14402,清川村,神奈川,ロードサイド,5.0,3038,1083,0.9182,42.6151,0.0,6192.0,675.0,1.0,1.15,1.15,0,1.0,1.5,1.0,12.6612,1.0,1.0,0.8,74.0,154.0,-80
12421,一宮町,千葉県,ロードサイド,5.0,11897,4144,0.2869,517.2612,0.087,1446.0,188.0,1.0,1.3,1.3,0,1.0,1.0,1.0,15.1377,0.7,0.7,0.8,83.0,154.0,-71
13222,東久留米市,東京都,郊外住宅,3.0,115271,38193,0.0203,8945.2709,0.0776,1465.0,395.0,1.0,1.3,1.3,3,0.55,1.0,1.0,27.4213,0.2,0.1,0.8,155.0,154.0,1
13227,羽村市,東京都,都心住宅,2.0,54326,17384,0.0169,5472.9763,0.2015,631.0,528.0,1.0,1.0,1.0,1,0.85,1.0,1.0,23.379,0.0,0.0,0.8,185.0,154.0,31
11222,越谷市,埼玉県,都心住宅,2.0,341621,105542,0.0033,5669.8687,0.1328,942.0,657.0,1.0,1.0,1.0,2,0.7,1.0,1.0,27.7159,0.0,0.0,0.8,185.0,154.0,31
11202,熊谷市,埼玉県,ロードサイド,5.0,194415,63689,0.0347,1217.0453,0.0501,1428.0,156.0,1.0,1.3,1.3,3,0.55,1.0,1.0,28.1387,0.3,0.3,0.8,122.0,154.0,-32
12105,千葉市緑区,千葉県,ロードサイド,5.0,129421,39555,0.0483,1952.6403,0.0754,1441.0,4105.0,1.0,0.85,0.85,0,1.0,1.0,1.0,24.3253,0.7,0.7,0.8,83.0,154.0,-71
11238,蓮田市,埼玉県,郊外住宅,3.0,61499,20653,0.0297,2252.7582,0.0366,2249.0,140.0,1.0,1.3,1.3,3,0.55,1.3,1.0,21.6944,0.2,0.2,0.8,137.0,154.0,-17
11324,三芳町,埼玉県,郊外住宅,3.0,38434,12907,0.0702,2512.1263,0.0,2561.0,1092.0,1.0,0.85,0.85,2,0.7,1.0,1.0,32.0457,0.1,0.1,0.7,155.0,163.0,-8
11104,さいたま市見沼区,埼玉県,郊外住宅,3.0,165049,51847,0.0218,5393.9318,0.098,1039.0,1958.0,1.0,0.85,0.85,3,0.55,1.0,1.0,39.9749,0.1,0.0,0.7,185.0,163.0,22
11369,東秩父村,埼玉県,ロードサイド,5.0,2709,1063,0.8561,73.0674,0.0,5369.0,4987.0,1.0,0.85,0.85,0,1.0,1.95,1.0,11.5869,1.4,1.4,0.7,55.0,163.0,-108
12206,木更津市,千葉県,ロードサイド,5.0,136166,41611,0.0483,980.6952,0.0432,2242.0,2045.0,1.0,0.85,0.85,1,0.85,1.0,1.0,25.5897,1.1,1.1,0.7,71.0,163.0,-92
12427,長南町,千葉県,ロードサイド,5.0,7198,2883,0.538,109.9197,0.0,7105.0,2383.0,1.0,0.85,0.85,0,1.0,1.0,1.0,19.7486,0.9,0.9,0.7,77.0,163.0,-86
11109,さいたま市緑区,埼玉県,郊外住宅,3.0,128321,37150,0.0209,4858.4119,0.0757,2285.0,23.0,1.0,1.3,1.3,4,0.4,1.0,1.0,27.4608,0.2,0.2,0.6,137.0,168.0,-31
12202,銚子市,千葉県,ロードサイド,5.0,58431,22385,0.0483,692.9906,0.166,1795.0,933.0,1.0,1.15,1.15,0,1.0,1.0,1.0,13.7662,0.6,0.6,0.6,94.0,168.0,-74
12410,横芝光町,千葉県,ロードサイド,5.0,22075,8120,0.1314,329.4628,0.0149,350.0,521.0,1.0,1.15,1.15,0,1.0,1.0,1.0,13.5851,0.3,0.3,0.6,122.0,168.0,-46
12426,長柄町,千葉県,ロードサイド,5.0,6721,2678,0.5524,142.7098,0.0,7871.0,4768.0,1.0,0.85,0.85,0,1.0,1.0,1.0,18.8354,1.7,1.7,0.6,49.0,168.0,-119
14362,大井町,神奈川,ロードサイド,5.0,17129,5643,0.2709,1190.4182,0.139,1361.0,641.0,1.0,1.15,1.15,2,0.7,1.0,1.0,19.4639,0.7,0.7,0.6,83.0,168.0,-85
11233,北本市,埼玉県,郊外住宅,3.0,65201,22525,0.0274,3293.608,0.0505,685.0,1442.0,1.0,0.85,0.85,1,0.85,1.0,1.0,21.8285,0.1,0.1,0.6,155.0,168.0,-13
13307,檜原村,東京都,ロードサイド,5.0,2003,848,0.9605,19.006,0.0,8444.0,2504.0,1.0,0.85,0.85,0,1.0,1.5,1.1,10.3706,5.4,5.4,0.6,27.0,168.0,-141
12422,睦沢町,千葉県,ロードサイド,5.0,6760,2563,0.4427,189.9323,0.0,6162.0,4876.0,1.0,0.85,0.85,0,1.0,1.0,1.0,14.4467,0.7,0.7,0.5,83.0,175.0,-92
14210,三浦市,神奈川,ロードサイド,5.0,42069,16291,0.0483,1311.9361,0.0624,1350.0,34.0,1.0,1.3,1.3,0,1.0,1.0,1.0,10.0186,0.6,0.6,0.5,94.0,175.0,-81
11245,ふじみ野市,埼玉県,郊外住宅,3.0,113597,35547,0.0186,7773.4748,0.0684,852.0,464.0,1.0,1.3,1.3,4,0.4,1.0,1.0,23.3843,0.1,0.0,0.5,185.0,175.0,10
12226,富津市,千葉県,ロードサイド,5.0,42465,15213,0.0483,206.7481,0.0243,2700.0,849.0,1.0,1.15,1.15,0,1.0,1.0,1.1,9.3556,0.8,0.8,0.5,78.0,175.0,-97
12347,多古町,千葉県,ロードサイド,5.0,13735,4913,0.2563,188.7553,0.0,6485.0,2637.0,1.0,0.85,0.85,0,1.0,1.0,1.0,16.0327,1.2,1.2,0.5,61.0,175.0,-114
12215,旭市,千葉県,ロードサイド,5.0,63745,21396,0.0483,488.5783,0.0307,1380.0,963.0,1.0,1.15,1.15,1,0.85,1.0,1.0,13.158,0.6,0.6,0.5,94.0,175.0,-81
11105,さいたま市中央区,埼玉県,超都心,1.0,103269,29956,0.0013,12311.785,0.4769,112.0,676.0,1.3,1.0,1.3,1,0.85,1.0,1.0,12.3959,0.0,0.0,0.5,185.0,175.0,10
11214,春日部市,埼玉県,郊外住宅,3.0,229792,72593,0.0066,3482.4422,0.1212,339.0,952.0,1.0,1.15,1.15,2,0.7,1.0,1.0,16.9452,0.1,0.1,0.5,155.0,175.0,-20
11231,桶川市,埼玉県,郊外住宅,3.0,74748,24634,0.0234,2949.7905,0.0395,1345.0,1418.0,1.0,0.85,0.85,2,0.7,1.0,1.0,20.3872,0.1,0.1,0.5,155.0,175.0,-20
12101,千葉市中央区,千葉県,郊外住宅,3.0,211736,56889,0.0076,4737.4057,0.4251,370.0,385.0,1.0,1.3,1.3,3,0.55,1.0,1.0,15.2915,0.1,0.1,0.4,155.0,184.0,-29
14361,中井町,神奈川,ロードサイド,5.0,9300,3241,0.3389,465.2431,0.0,3914.0,403.0,1.0,1.3,1.3,3,0.55,1.0,1.0,13.9849,0.2,0.2,0.4,137.0,184.0,-47
12229,袖ケ浦市,千葉県,ロードサイド,5.0,63883,19191,0.0483,673.0279,0.0421,3377.0,3286.0,1.0,0.85,0.85,0,1.0,1.0,1.0,11.802,0.5,0.5,0.4,103.0,184.0,-81
14301,葉山町,神奈川,ロードサイド,5.0,31665,11720,0.0483,1858.2565,0.0,3059.0,546.0,1.0,1.15,1.15,1,0.85,1.0,1.0,7.2075,0.2,0.2,0.3,137.0,187.0,-50
12238,いすみ市,千葉県,ロードサイド,5.0,35544,13868,0.0483,225.6358,0.0698,1396.0,1219.0,1.0,0.85,0.85,0,1.0,1.0,1.0,8.5285,0.4,0.4,0.3,111.0,187.0,-76
11235,富士見市,埼玉県,都心住宅,2.0,111859,33297,0.0032,5652.5126,0.1516,1669.0,135.0,1.0,1.0,1.0,0,1.0,1.0,1.0,8.479,0.0,0.0,0.3,185.0,187.0,-2
11107,さいたま市浦和区,埼玉県,都心住宅,2.0,164822,48123,0.0072,14328.0404,0.2608,658.0,447.0,1.0,1.0,1.0,5,0.3,1.0,1.0,27.5724,0.0,0.0,0.3,185.0,187.0,-2
12349,東庄町,千葉県,ロードサイド,5.0,13228,4918,0.1588,286.4684,0.0433,2691.0,2593.0,1.0,0.85,0.85,0,1.0,1.0,1.0,9.9437,0.7,0.7,0.3,83.0,187.0,-104
12234,南房総市,千葉県,ロードサイド,5.0,35831,14822,0.0483,156.1786,0.0,19988.0,17457.0,1.0,0.85,0.85,0,1.0,1.0,1.1,9.1152,1.2,1.2,0.3,61.0,187.0,-126
12409,芝山町,千葉県,ロードサイド,5.0,7033,2579,0.2625,162.6026,0.0,3739.0,1564.0,1.0,0.85,0.85,0,1.0,1.0,1.0,8.6197,0.4,0.4,0.3,111.0,187.0,-76
11224,戸田市,埼玉県,都心住宅,2.0,140899,35547,0.0023,7733.6032,0.1647,1184.0,668.0,1.0,1.0,1.0,0,1.0,1.0,1.0,6.5061,0.0,0.0,0.3,185.0,187.0,-2
14321,寒川町,神奈川,郊外住宅,3.0,48348,14939,0.0095,3633.4278,0.2255,890.0,140.0,1.0,1.3,1.3,2,0.7,1.0,1.0,5.0194,0.0,0.0,0.2,185.0,195.0,-10
14341,大磯町,神奈川,ロードサイド,5.0,31634,11372,0.0483,1812.475,0.0573,2316.0,781.0,1.0,1.15,1.15,3,0.55,1.0,1.0,6.9935,0.1,0.1,0.2,155.0,195.0,-40
12342,神崎町,千葉県,ロードサイド,5.0,5816,2057,0.2012,292.5057,0.0503,980.0,1176.0,1.0,0.85,0.85,0,1.0,1.3,1.0,5.2695,0.3,0.3,0.2,122.0,195.0,-73
12223,鴨川市,千葉県,ロードサイド,5.0,32116,11591,0.0483,168.1158,0.0,11498.0,8451.0,1.0,0.85,0.85,1,0.85,1.0,1.0,7.1282,1.3,1.3,0.2,58.0,195.0,-137
11246,白岡市,埼玉県,郊外住宅,3.0,52214,16589,0.0096,2095.1801,0.0803,752.0,2842.0,1.0,0.85,0.85,1,0.85,1.3,1.0,5.6325,0.1,0.1,0.2,155.0,195.0,-40
13361,大島町,東京都,ロードサイド,5.0,7102,2503,0.0483,78.221,0.0,52515.0,48913.0,1.0,0.85,0.85,0,1.0,1.0,1.1,1.5393,1.1,1.1,0.1,71.0,200.0,-129
12218,勝浦市,千葉県,ロードサイド,5.0,16927,6370,0.0483,179.7499,0.0,7659.0,2550.0,1.0,0.85,0.85,0,1.0,1.0,1.0,3.9174,0.5,0.5,0.1,103.0,200.0,-97
12463,鋸南町,千葉県,ロードサイド,5.0,6993,2886,0.0483,154.6415,0.0,8189.0,6970.0,1.0,0.85,0.85,0,1.0,1.0,1.1,1.7748,0.2,0.2,0.1,137.0,200.0,-63
12443,御宿町,千葉県,ロードサイド,5.0,6874,2949,0.0483,278.237,0.0405,1379.0,1607.0,1.0,0.85,0.85,0,1.0,1.0,1.0,1.8136,0.1,0.1,0.1,155.0,200.0,-45
11237,三郷市,埼玉県,郊外住宅,3.0,142145,43095,0.0007,4726.1047,0.0997,1030.0,506.0,1.0,1.15,1.15,1,0.85,1.3,1.0,1.0669,0.0,0.0,0.1,185.0,200.0,-15
12423,長生村,千葉県,ロードサイド,5.0,13803,4861,0.0572,488.1773,0.0354,1164.0,2186.0,1.0,0.85,0.85,1,0.85,1.0,1.0,3.5402,0.1,0.1,0.1,155.0,200.0,-45
12424,白子町,千葉県,ロードサイド,5.0,10305,3863,0.0483,374.8493,0.0,5983.0,6883.0,1.0,0.85,0.85,0,1.0,1.0,1.0,2.3756,0.1,0.1,0.1,155.0,200.0,-45
11108,さいたま市南区,埼玉県,都心住宅,2.0,191563,53622,0.0008,13850.4152,0.2169,811.0,583.0,1.0,1.0,1.0,3,0.55,1.0,1.0,3.4137,0.0,0.0,0.1,185.0,200.0,-15
11223,蕨市,埼玉県,都心住宅,2.0,74283,21475,0.006,14556.8088,0.196,558.0,606.0,1.0,1.0,1.0,5,0.3,1.0,1.0,10.2536,0.0,0.0,0.1,185.0,200.0,-15
13401,八丈町,東京都,ロードサイド,5.0,7042,2554,0.0483,97.5505,0.0,230136.0,225978.0,1.0,0.85,0.85,0,1.0,1.0,1.1,1.5706,2.1,2.1,0.1,45.0,200.0,-155
11228,志木市,埼玉県,都心住宅,2.0,75346,23089,0.0012,8311.0394,0.1103,1806.0,1.0,1.0,1.0,1.0,2,0.7,1.3,1.0,2.2048,0.0,0.0,0.1,185.0,200.0,-15
12403,九十九里町,千葉県,ロードサイド,5.0,14639,5604,0.0483,599.5145,0.0,6190.0,6314.0,1.0,0.85,0.85,0,1.0,1.0,1.0,3.4463,0.0,0.0,0.1,185.0,200.0,-15
11442,宮代町,埼玉県,郊外住宅,3.0,34147,11099,0.0065,2142.1327,0.3764,303.0,1465.0,1.0,0.85,0.85,1,0.85,1.0,1.0,2.5516,0.0,0.0,0.1,185.0,200.0,-15
12441,大多喜町,千葉県,ロードサイド,5.0,8885,3472,0.0483,68.4374,0.0616,891.0,691.0,1.0,1.15,1.15,0,1.0,1.0,1.0,2.1352,0.2,0.2,0.1,137.0,200.0,-63
14383,真鶴町,神奈川,ロードサイド,5.0,6722,2857,0.0483,954.5616,0.142,957.0,361.0,1.0,1.3,1.3,1,0.85,1.0,1.0,1.757,0.1,0.1,0.1,155.0,200.0,-45
11234,八潮市,埼玉県,郊外住宅,3.0,93363,25684,0.0029,5188.7785,0.0556,1371.0,98.0,1.0,1.3,1.3,2,0.7,1.0,1.0,2.6343,0.0,0.0,0.1,185.0,200.0,-15
13807,中央防波堤外側廃棄物処理場（中潮橋南側）,東京都,ロードサイド,5.0,0,0,0.0,0.0,0.0,4348.0,4360.0,1.0,0.85,0.85,0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,185.0,216.0,-31
13805,荒川河口部,東京都,ロードサイド,5.0,0,0,0.0,0.0,0.0,1533.0,246.0,1.0,1.3,1.3,8,0.3,1.0,1.0,0.0,0.0,0.0,0.0,185.0,216.0,-31
13381,三宅村,東京都,ロードサイド,5.0,2273,730,0.0483,41.1251,0.0,121652.0,117306.0,1.0,0.85,0.85,0,1.0,1.0,1.1,0.4489,0.3,0.3,0.0,122.0,216.0,-94
13402,青ヶ島村,東京都,ロードサイド,5.0,169,32,0.0483,28.3013,0.0,301977.0,297781.0,1.0,0.85,0.85,0,1.0,1.0,1.1,0.0197,0.0,0.0,0.0,185.0,216.0,-31
13382,御蔵島村,東京都,ロードサイド,5.0,323,67,0.0483,15.7418,0.0,144567.0,140292.0,1.0,0.85,0.85,0,1.0,1.0,1.1,0.0412,0.0,0.0,0.0,185.0,216.0,-31
13421,小笠原村,東京都,ロードサイド,5.0,2929,615,0.0483,27.6055,0.0,1000792.0,998191.0,1.0,0.85,0.85,0,1.0,1.0,1.1,0.3782,4.2,4.2,0.0,32.0,216.0,-184
13808,所属未定地,東京都,ロードサイド,5.0,0,0,0.0,0.0,0.0,4810.0,4464.0,1.0,0.85,0.85,0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,185.0,216.0,-31
13804,孀婦岩,東京都,ロードサイド,5.0,0,0,0.0483,0.0,0.0,598089.0,594876.0,1.0,0.85,0.85,0,1.0,1.0,1.1,0.0,0.0,0.0,0.0,185.0,216.0,-31
11243,吉川市,埼玉県,郊外住宅,3.0,71979,21225,0.0003,2277.1947,0.0633,2588.0,851.0,1.0,1.15,1.15,1,0.85,1.3,1.0,0.2252,0.0,0.0,0.0,185.0,216.0,-31
11464,杉戸町,埼玉県,ロードサイド,5.0,43845,14944,0.0038,1462.3843,0.0334,2732.0,1660.0,1.0,0.85,0.85,2,0.7,1.3,1.0,0.723,0.0,0.0,0.0,185.0,216.0,-31
13803,須美寿島,東京都,ロードサイド,5.0,0,0,0.0483,0.0,0.0,416470.0,412359.0,1.0,0.85,0.85,0,1.0,1.0,1.1,0.0,0.0,0.0,0.0,185.0,216.0,-31
11232,久喜市,埼玉県,ロードサイド,5.0,150582,49638,0.0,1827.4448,0.0607,2245.0,2656.0,1.0,0.85,0.85,3,0.55,1.3,1.0,0.0,0.0,0.0,0.0,185.0,216.0,-31
11210,加須市,埼玉県,ロードサイド,5.0,111623,36310,0.0017,837.0319,0.0375,2659.0,1092.0,1.0,0.85,0.85,2,0.7,1.0,1.0,0.7859,0.0,0.0,0.0,185.0,216.0,-31
12230,八街市,千葉県,ロードサイド,5.0,67455,22552,0.0,900.4214,0.0267,2974.0,2028.0,1.0,0.85,0.85,1,0.85,1.0,1.0,0.0,0.0,0.0,0.0,185.0,216.0,-31
11216,羽生市,埼玉県,ロードサイド,5.0,52862,17064,0.0005,902.3814,0.0683,1763.0,2476.0,1.0,0.85,0.85,1,0.85,1.0,1.0,0.1086,0.0,0.0,0.0,185.0,216.0,-31
11385,上里町,埼玉県,ロードサイド,5.0,30343,9549,0.0011,1040.6664,0.0343,1318.0,1283.0,1.0,0.85,0.85,1,0.85,1.3,1.0,0.1337,0.0,0.0,0.0,185.0,216.0,-31
11206,行田市,埼玉県,ロードサイド,5.0,78617,26763,0.0,1164.7062,0.0741,156.0,971.0,1.0,1.15,1.15,2,0.7,1.0,1.0,0.0,0.0,0.0,0.0,185.0,216.0,-31
13303,瑞穂町,東京都,ロードサイド,5.0,31765,10390,0.0,1887.7914,0.0594,397.0,139.0,1.0,1.3,1.3,3,0.55,1.0,1.0,0.0,0.0,0.0,0.0,185.0,216.0,-31
11218,深谷市,埼玉県,ロードサイド,5.0,141268,45248,0.0,1020.6531,0.0506,1837.0,1732.0,1.0,0.85,0.85,1,0.85,1.3,1.0,0.0,0.0,0.0,0.0,185.0,216.0,-31
14366,開成町,神奈川,郊外住宅,3.0,18329,5732,0.0,2800.6211,0.1528,1395.0,527.0,1.0,1.15,1.15,1,0.85,1.0,1.0,0.0,0.0,0.0,0.0,185.0,216.0,-31
11465,松伏町,埼玉県,ロードサイド,5.0,28266,9439,0.0013,1745.47,0.0,3851.0,1017.0,1.0,0.85,0.85,4,0.4,1.3,1.1,0.1562,0.0,0.0,0.0,185.0,216.0,-31
12222,我孫子市,千葉県,郊外住宅,3.0,130510,44322,0.0,3021.8621,0.1389,1172.0,96.0,1.0,1.3,1.3,0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,185.0,216.0,-31
11217,鴻巣市,埼玉県,ロードサイド,5.0,116828,38613,0.0005,1732.4288,0.0445,2249.0,771.0,1.0,1.15,1.15,2,0.7,1.3,1.0,0.2458,0.0,0.0,0.0,185.0,216.0,-31
11240,幸手市,埼玉県,ロードサイド,5.0,50066,17516,0.0015,1473.6524,0.0294,2316.0,1599.0,1.0,0.85,0.85,2,0.7,1.0,1.0,0.3345,0.0,0.0,0.0,185.0,216.0,-31
12329,栄町,千葉県,ロードサイド,5.0,20127,7421,0.0,621.015,0.0309,923.0,589.0,1.0,1.15,1.15,1,0.85,1.3,1.0,0.0,0.0,0.0,0.0,185.0,216.0,-31
12213,東金市,千葉県,ロードサイド,5.0,58219,18777,0.0,653.455,0.0337,626.0,671.0,1.0,1.15,1.15,3,0.55,1.0,1.0,0.0,0.0,0.0,0.0,185.0,216.0,-31
12205,館山市,千葉県,ロードサイド,5.0,45153,16790,0.0,410.4034,0.0,25243.0,23154.0,1.0,0.85,0.85,1,0.85,1.0,1.1,0.0,0.0,0.0,0.0,185.0,216.0,-31
11219,上尾市,埼玉県,郊外住宅,3.0,226940,70488,0.0,4988.0336,0.0879,698.0,1256.0,1.0,0.85,0.85,1,0.85,1.3,1.0,0.0,0.0,0.0,0.0,185.0,216.0,-31
12204,船橋市,千葉県,都心住宅,2.0,642907,192303,0.0,7506.5055,0.3853,1054.0,2622.0,1.0,1.0,1.0,2,0.7,1.0,1.0,0.0,0.0,0.0,0.0,185.0,216.0,-31
13225,稲城市,東京都,都心住宅,2.0,93151,26988,0.0,5187.5614,0.2784,781.0,11.0,1.0,1.0,1.0,1,0.85,1.3,1.1,0.0,0.0,0.0,0.0,185.0,216.0,-31
14131,川崎市川崎区,神奈川,都心住宅,2.0,232965,60592,0.0,5900.4967,0.5319,1338.0,1025.0,1.0,1.0,1.0,0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,185.0,216.0,-31
12235,匝瑳市,千葉県,ロードサイド,5.0,35040,12780,0.0,345.2067,0.0197,157.0,154.0,1.0,1.3,1.3,0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,185.0,216.0,-31
11346,川島町,埼玉県,ロードサイド,5.0,19378,6734,0.0025,465.4892,0.0,6941.0,1683.0,1.0,0.85,0.85,0,1.0,1.3,1.0,0.2143,0.0,0.0,0.0,185.0,216.0,-31
11347,吉見町,埼玉県,ロードサイド,5.0,18192,6406,0.0,470.8373,0.0,4952.0,3522.0,1.0,0.85,0.85,2,0.7,1.3,1.0,0.0,0.0,0.0,0.0,185.0,216.0,-31
12225,君津市,千葉県,ロードサイド,5.0,82206,27193,0.0,257.9393,0.0251,3670.0,1854.0,1.0,0.85,0.85,0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,185.0,216.0,-31
11221,草加市,埼玉県,都心住宅,2.0,248304,76252,0.0,9034.1764,0.1455,542.0,199.0,1.0,1.0,1.0,6,0.3,1.3,1.0,0.0,0.0,0.0,0.0,185.0,216.0,-31
13108,江東区,東京都,超都心,1.0,524310,154406,0.0,12226.3744,0.7462,411.0,317.0,1.15,1.0,1.15,0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,185.0,216.0,-31
