lat,lng,women_40plus
36.332886,139.157557,1751
36.318272,139.172474,1508
36.320787,139.18056,661
36.312391,139.182831,1268
36.321515,139.163345,1177
36.311425,139.162095,226
36.310515,139.151201,336
36.321588,139.152376,145
36.307457,139.170861,410
36.30108,139.167461,117
36.301943,139.178325,1074
36.294792,139.192508,1496
36.289727,139.183696,345
36.288978,139.17645,116
36.292462,139.167306,561
36.282444,139.177645,163
36.276871,139.182963,268
36.268797,139.194838,536
36.282913,139.193453,1087
36.28395,139.201495,228
36.275798,139.195842,930
36.276643,139.205769,212
36.285104,139.206731,1191
36.262188,139.215055,940
36.27137,139.217989,196
36.271352,139.22608,169
36.263458,139.231971,62
36.265998,139.223543,63
36.287891,139.213391,699
36.369716,139.231941,1075
36.37585,139.248081,601
36.386007,139.25374,318
36.379459,139.263125,387
36.398123,139.247431,518
36.386735,139.228201,277
36.395143,139.230256,107
36.39842,139.223947,137
36.386602,139.215754,885
36.368916,139.200099,572
36.356587,139.206408,207
36.361616,139.225573,1131
36.365161,139.215366,435
36.336955,139.257755,293
36.323609,139.26202,197
36.341169,139.245147,573
36.333117,139.230412,401
36.324773,139.238943,841
36.327368,139.249253,1252
36.350118,139.260541,1826
36.363942,139.260231,1317
36.353081,139.235669,256
36.343507,139.234422,482
36.272091,139.259661,114
36.274806,139.258336,157
36.268935,139.254214,187
36.271975,139.253706,45
36.274238,139.255924,91
36.275092,139.254584,70
36.274281,139.250873,233
36.278444,139.248784,101
36.305377,139.234552,404
36.30715,139.227142,454
36.294483,139.232522,205
36.28834,139.242758,239
36.280376,139.251573,337
36.295831,139.247296,298
36.303444,139.248716,339
36.311478,139.248809,508
36.310535,139.262594,206
36.317067,139.257983,4
36.288662,139.223026,382
36.283981,139.231947,520
36.27697,139.238215,360
36.274572,139.245568,407
36.267747,139.238522,199
36.26269,139.251919,149
36.250224,139.237411,92
36.249241,139.249233,104
36.245147,139.259645,31
36.257735,139.245037,92
36.257586,139.232131,91
36.252619,139.266562,149
36.260857,139.262872,84
36.265825,139.262695,196
36.271169,139.262731,431
36.271286,139.268101,601
36.279051,139.271155,253
36.283231,139.265672,108
36.285654,139.256991,159
36.279429,139.256232,181
36.2788,139.260068,195
36.277077,139.26471,178
36.287964,139.218359,432
36.298347,139.383313,235
36.298132,139.377069,242
36.297431,139.375033,255
36.298388,139.373113,91
36.296103,139.37082,70
36.294667,139.363468,543
36.300474,139.37116,131
36.314304,139.373098,224
36.304701,139.374834,161
36.292551,139.373235,201
36.291497,139.368982,237
36.289752,139.363832,361
36.294749,139.38403,53
36.298343,139.366792,145
36.300993,139.368655,106
36.278655,139.384057,1108
36.289032,139.379538,513
36.287418,139.370194,479
36.282981,139.371786,692
36.274579,139.372853,318
36.269138,139.383485,823
36.268981,139.394192,1133
36.279515,139.397494,807
36.290115,139.39583,503
36.292063,139.387127,484
36.28451,139.388283,554
36.268357,139.35794,200
36.264027,139.357007,344
36.25838,139.353864,518
36.256208,139.36104,258
36.265716,139.366028,475
36.253555,139.369268,447
36.256283,139.36434,313
36.257701,139.375117,572
36.262873,139.374613,196
36.257006,139.381141,476
36.246971,139.37914,278
36.275337,139.359611,921
36.277624,139.365595,701
36.276202,139.34993,696
36.265905,139.343802,484
36.26296,139.380928,536
36.304683,139.402733,343
36.308752,139.409638,261
36.302333,139.411926,478
36.310074,139.401422,356
36.304804,139.407854,130
36.312172,139.402172,200
36.315967,139.404064,376
36.318983,139.389903,332
36.311916,139.386235,269
36.308634,139.397024,276
36.298441,139.402129,397
36.29908,139.408333,203
36.298082,139.395271,694
36.304649,139.390974,418
36.305234,139.381944,756
36.301906,139.423223,333
36.311192,139.416967,559
36.319728,139.41132,439
36.30132,139.360822,422
36.305538,139.357538,165
36.315083,139.364834,154
36.321046,139.358962,412
36.317784,139.354662,188
36.323566,139.34405,837
36.314854,139.346825,344
36.311313,139.352231,342
36.306875,139.34464,356
36.312022,139.357521,125
36.336547,139.342694,813
36.360582,139.332384,38
36.347661,139.331694,235
36.348772,139.340683,173
36.349305,139.352408,62
36.33962,139.353789,67
36.337557,139.359636,81
36.328892,139.363723,63
36.330199,139.353751,152
36.33114,139.340823,202
36.32351,139.334689,327
36.332688,139.33432,160
36.277236,139.420246,1045
36.276917,139.408767,408
36.284337,139.415785,512
36.290888,139.414969,337
36.2905,139.433846,193
36.296982,139.414113,221
36.291829,139.404334,369
36.289165,139.40195,254
36.272522,139.429533,90
36.288004,139.357592,589
36.296249,139.354296,332
36.292783,139.353934,99
36.290431,139.353032,193
36.29067,139.351077,163
36.290361,139.349869,136
36.293087,139.346507,693
36.282871,139.339892,303
36.286906,139.337206,169
36.295126,139.340595,566
36.291376,139.338367,213
36.28635,139.347977,275
36.298169,139.331368,220
36.299932,139.34338,614
36.308091,139.331548,242
36.290802,139.324145,101
36.282101,139.328276,70
36.282701,139.319418,104
36.277997,139.329149,122
36.273484,139.329175,266
36.267208,139.332256,357
36.265428,139.320916,136
36.263206,139.314844,138
36.268972,139.314103,355
36.2896,139.332024,1359
36.34189,139.395411,501
36.333069,139.397212,525
36.330601,139.41035,284
36.332027,139.418037,395
36.32615,139.42282,309
36.324085,139.399125,275
36.326476,139.384449,391
36.331689,139.371547,173
36.333841,139.382672,130
36.343003,139.371754,155
36.354247,139.366208,153
36.340811,139.378964,248
36.353541,139.382366,257
36.300018,139.363723,272
36.310785,139.337558,747
36.257954,139.326399,93
36.259012,139.323954,45
36.258811,139.322521,51
36.259764,139.320966,38
36.259423,139.318428,80
36.261774,139.324474,78
36.248594,139.309441,101
36.256823,139.336338,196
36.26209,139.33321,63
36.256292,139.344824,29
36.250003,139.340975,80
36.24998,139.330225,178
36.241545,139.326353,84
36.240706,139.316503,73
36.245063,139.312706,89
36.248816,139.319365,51
36.25672,139.312817,619
36.248792,139.300151,201
36.259063,139.302807,171
36.255704,139.325791,45
36.262557,139.330797,46
36.270723,139.274354,120
36.263011,139.272604,289
36.263946,139.277146,48
36.27132,139.280595,102
36.259118,139.277482,157
36.26428,139.285281,77
36.260389,139.28832,68
36.264402,139.289469,41
36.264797,139.304002,429
36.260962,139.293064,80
36.254225,139.293094,45
36.250371,139.284773,75
36.279165,139.280131,40
36.248057,139.325701,202
36.254317,139.32367,139
36.291653,139.298191,220
36.284955,139.310629,2182
36.281958,139.293196,570
36.268705,139.298882,87
36.304288,139.274249,407
36.294802,139.287284,535
36.288078,139.274446,210
36.294037,139.267486,647
36.298672,139.261775,164
36.331343,139.2646,22
36.32242,139.281777,138
36.32128,139.288474,49
36.311485,139.281738,521
36.331985,139.297421,44
36.335478,139.309676,198
36.331483,139.32554,478
36.325319,139.3178,858
36.309349,139.303269,616
36.296259,139.30851,255
36.310083,139.308948,466
36.284741,139.2831,55
36.321143,139.295331,161
36.326131,139.270354,111
36.325372,139.275993,51
36.334749,139.273534,50
36.307339,139.293522,173
36.362689,139.300526,127
36.360611,139.303629,246
36.356624,139.306553,373
36.369275,139.303189,353
36.372101,139.311357,196
36.371489,139.320092,70
36.364242,139.32252,166
36.360375,139.31353,294
36.353332,139.321806,246
36.348966,139.312104,335
36.368589,139.278239,135
36.370274,139.289602,203
36.365898,139.288507,195
36.362546,139.285052,256
36.359486,139.287294,206
36.356347,139.288037,397
36.353208,139.290896,464
36.347189,139.290131,848
36.344931,139.29939,280
36.334622,139.285919,286
36.348771,139.271161,162
36.345524,139.280043,127
36.341127,139.273033,168
36.357621,139.274867,190
36.34137,139.303761,159
36.341882,139.321105,44
36.648048,139.044988,252
36.647146,139.041059,221
36.653881,139.046393,474
36.65484,139.059369,1296
36.644028,139.050596,408
36.653435,139.064883,298
36.650006,139.066526,756
36.647559,139.057652,589
36.645347,139.053152,435
36.645356,139.047446,48
36.6428,139.048099,117
36.644489,139.045417,34
36.640969,139.046835,353
36.643481,139.04199,60
36.639583,139.042778,285
36.646115,139.037208,228
36.640905,139.038189,214
36.642339,139.032217,807
36.630324,139.040872,495
36.622748,139.044766,144
36.632035,139.055188,216
36.643989,139.064614,144
36.655448,139.080756,393
36.659872,139.103662,177
36.663581,139.098441,554
36.665262,139.085763,689
36.636142,139.048574,279
36.745169,139.039649,71
36.766361,139.077243,163
36.708397,139.061394,119
36.696295,139.05923,75
36.686387,139.060816,65
36.667711,139.062606,240
36.687764,139.072295,99
36.681327,139.079352,19
36.658212,139.035136,227
36.652842,139.033839,105
36.648923,139.026509,178
36.656481,139.022898,204
36.664181,139.019938,332
36.676421,139.026724,50
36.669803,139.0284,49
36.673251,139.031875,98
36.669872,139.03556,64
36.666975,139.040928,102
36.688233,139.036372,139
36.676469,139.054343,148
36.665111,139.048907,344
36.646894,139.005809,172
36.618539,139.009019,556
36.608031,139.027928,175
36.592921,139.027333,93
36.633814,138.998914,24
36.681669,139.160884,309
36.662208,139.160887,85
36.64563,139.165658,25
36.652735,139.144601,111
36.65845,139.127655,84
36.675554,139.127897,458
36.679862,139.11292,79
36.698541,139.23802,196
36.727553,139.302241,254
36.679367,139.225114,74
36.702144,139.198314,58
36.671618,139.210038,124
36.680737,139.191182,137
36.658624,139.180283,80
36.640862,139.221779,26
36.628418,139.257448,50
36.620044,139.212584,4
36.635452,139.191218,13
36.623973,139.182919,24
36.626946,139.169187,16
36.61187,139.166882,6
36.634788,139.156306,47
36.638455,139.139089,130
36.620753,139.143936,30
36.246275,139.531702,796
36.243971,139.530186,129
36.243015,139.523999,324
36.247845,139.524065,285
36.24843,139.530391,194
36.251183,139.529711,264
36.252696,139.532517,146
36.254355,139.53435,138
36.257769,139.539805,323
36.252543,139.538814,416
36.247422,139.538114,207
36.246007,139.542669,262
36.246342,139.547791,463
36.250338,139.548842,241
36.249822,139.562871,333
36.254439,139.550007,320
36.252768,139.543705,273
36.258422,139.535416,295
36.256802,139.545151,54
36.257695,139.558042,96
36.257548,139.570812,42
36.254938,139.58479,126
36.24952,139.576338,44
36.259939,139.591806,702
36.226215,139.547851,251
36.221315,139.558709,229
36.226818,139.564903,313
36.232261,139.561027,240
36.239916,139.555963,587
36.24344,139.575471,291
36.229585,139.576233,162
36.238695,139.524904,459
36.237762,139.536259,745
36.240711,139.539603,914
36.239966,139.548579,300
36.233117,139.533289,451
36.224997,139.534611,990
36.223772,139.523212,194
36.230673,139.541893,186
36.236631,139.503738,755
36.221541,139.519735,450
36.230011,139.507096,483
36.229963,139.521167,288
36.233043,139.540594,291
36.232742,139.529154,194
36.233176,139.52296,487
36.238496,139.51631,626
36.217935,139.46947,185
36.21857,139.487464,440
36.222308,139.502617,347
36.213998,139.501571,60
36.265903,139.516241,757
36.252072,139.522139,102
36.25506,139.501866,416
36.276907,139.519132,157
36.266849,139.501876,737
36.253305,139.525809,864
36.259701,139.510967,612
36.247955,139.497367,890
36.243856,139.50031,621
36.24174,139.517968,276
36.253726,139.512075,547
36.270448,139.550818,160
36.275416,139.535299,111
36.277718,139.527585,52
36.26566,139.536223,668
36.263178,139.526657,393
36.261157,139.549272,44
36.489788,139.013091,126
36.494993,139.012617,218
36.498799,139.011051,286
36.495449,139.005403,96
36.495825,139.003174,30
36.493431,138.999822,105
36.492869,139.002769,151
36.496353,139.001729,38
36.497265,139.003261,108
36.501029,139.006984,420
36.500414,139.0006,217
36.495768,139.00127,33
36.496056,138.999593,68
36.496399,138.998319,120
36.497126,138.997054,33
36.500299,138.995418,296
36.499357,138.971561,470
36.500789,138.985225,393
36.496162,138.991271,251
36.49319,138.995405,77
36.491925,139.006714,194
36.491642,138.953422,579
36.506468,139.006593,154
36.506768,138.998054,860
36.511626,138.992659,412
36.522221,138.990095,43
36.523413,138.961895,308
36.540668,138.954978,136
36.526835,138.944693,71
36.4681,138.985681,562
36.469687,139.006794,577
36.469101,139.015112,642
36.459196,139.015903,596
36.457281,139.025714,749
36.468885,139.027688,683
36.482104,138.996086,275
36.477542,138.98494,736
36.483277,139.003774,274
36.486988,138.978697,789
36.484006,139.017505,124
36.479211,139.016149,255
36.517196,138.9911,314
36.511555,138.968913,331
36.506598,138.951916,342
36.507094,138.977629,323
36.51422,139.003023,190
36.490138,139.00156,143
36.486063,139.006151,347
36.488403,138.922681,844
36.498689,138.903643,137
36.479371,138.94342,27
36.566225,138.95971,325
36.568514,138.91917,280
36.566574,139.028796,444
36.551372,139.006991,1331
36.557079,138.984233,234
36.531726,138.99227,600
36.519162,139.011155,821
36.511964,139.018065,337
36.550301,139.054763,906
36.534749,139.037758,244
36.56351,139.065292,250
36.559388,139.09976,69
36.579261,139.059828,59
36.505381,139.060483,136
36.518429,139.066264,323
36.532973,139.054017,100
36.524185,139.049819,213
36.514944,139.036583,154
36.515006,139.043993,107
36.508432,139.044897,190
36.506406,139.03205,341
36.511569,139.024501,117
36.525495,139.03103,155
36.517282,139.083841,68
36.570541,139.122457,79
36.494163,139.032018,742
36.484472,139.028562,113
36.498705,139.050039,356
36.487359,139.051273,210
36.496416,139.063838,333
36.490653,139.069478,196
36.473414,139.054017,227
36.462268,139.044109,253
36.480379,139.04914,787
36.506997,139.085749,10
36.237776,139.082419,457
36.243897,139.079057,109
36.245334,139.083666,274
36.246931,139.084903,237
36.249822,139.085422,260
36.251973,139.084117,223
36.252885,139.082455,201
36.247167,139.078991,57
36.254292,139.079484,452
36.248629,139.07785,80
36.244035,139.075724,228
36.253044,139.071622,541
36.257292,139.073334,552
36.248297,139.071696,512
36.247083,139.066199,688
36.239289,139.071599,502
36.242446,139.069897,425
36.23354,139.066758,269
36.22628,139.060785,255
36.236468,139.088417,394
36.249577,139.090952,251
36.246857,139.0967,301
36.254476,139.096448,439
36.263782,139.084818,373
36.260803,139.089728,358
36.264191,139.095157,116
36.259059,139.102916,203
36.270728,139.097382,366
36.270167,139.102899,280
36.27301,139.090811,203
36.277828,139.076655,568
36.274374,139.082555,401
36.280559,139.089328,665
36.281655,139.09964,239
36.286596,139.088988,423
36.28218,139.063502,221
36.272113,139.066979,263
36.278121,139.070067,232
36.264884,139.068731,279
36.26456,139.0766,356
36.242427,139.050162,388
36.238031,139.058624,385
36.249767,139.055855,598
36.256534,139.057439,529
36.262734,139.051694,359
36.264589,139.061076,499
36.263936,139.040293,286
36.230234,139.084872,77
36.227136,139.079689,253
36.22516,139.070415,384
36.220778,139.076426,186
36.209318,139.069795,107
36.213828,139.063602,243
36.216047,139.054301,105
36.200916,139.056023,132
36.211058,139.046427,138
36.202136,139.03646,47
36.194903,139.022393,12
36.183808,139.018612,10
36.236025,139.077806,138
36.227353,139.026417,209
36.224163,139.042216,278
36.233109,139.048802,251
36.23886,139.032113,164
36.250826,139.036418,450
36.257072,139.026587,37
36.213308,139.027308,128
36.210958,139.008,89
36.189008,138.995411,84
36.18473,138.975938,48
36.182655,138.947561,92
36.161463,138.876917,49
36.168356,139.053578,851
36.189435,139.044081,675
36.156685,138.961531,213
36.144675,139.035508,148
36.142765,139.007067,21
36.132095,138.988666,43
36.258772,138.87802,1584
36.25562,138.901971,2357
36.258207,138.910111,417
36.25028,138.913774,562
36.266986,138.912269,134
36.268318,138.922804,224
36.264578,138.863796,526
36.266979,138.889488,36
36.276366,138.874949,182
36.282911,138.888424,360
36.256372,138.864298,827
36.259903,138.850626,393
36.249518,138.847605,280
36.24243,138.84678,755
36.245537,138.858648,180
36.239304,138.858269,29
36.249188,138.870197,599
36.244449,138.881037,750
36.245209,138.890137,583
36.243367,138.900634,513
36.205532,138.8477,236
36.221493,138.861438,50
36.220808,138.872625,424
36.231223,138.892762,287
36.278893,138.901415,168
36.283473,138.912285,135
36.297638,138.917491,221
36.298652,138.934884,108
36.292927,138.936484,42
36.283919,138.927833,303
36.27949,138.925159,106
36.271679,138.932519,119
36.285259,138.942135,79
36.236454,138.789415,384
36.243601,138.801401,139
36.248529,138.809579,52
36.243991,138.828869,204
36.239329,138.832264,237
36.269263,138.806614,226
36.260515,138.836767,261
36.255597,138.799796,103
36.274468,138.839413,556
36.286773,138.816813,201
36.280561,138.801903,78
36.300345,138.760045,22
36.300315,138.779095,80
36.297741,138.774375,11
36.293151,138.802452,75
36.28666,138.79506,27
36.290171,138.785837,43
36.290798,138.760505,107
36.26891,138.77304,157
36.295328,138.792119,68
36.331735,138.916122,406
36.345339,138.908363,2532
36.326744,138.879788,537
36.325667,138.869843,542
36.338371,138.871559,67
36.31878,138.856505,2573
36.307786,138.833077,509
36.318823,138.843838,307
36.308697,138.856877,355
36.29534,138.848316,964
36.294989,138.861989,17
36.304308,138.870119,232
36.312278,138.878853,303
36.312793,138.892634,299
36.286241,138.856126,1276
36.315547,138.921044,997
36.342889,138.928148,1409
36.369241,138.815222,1201
36.359236,138.80172,677
36.316553,138.784412,569
36.312063,138.80909,431
36.348242,138.737663,185
36.31073,138.736371,306
36.373229,138.68352,112
36.338764,138.714986,57
36.329284,138.684971,44
36.313328,138.681589,17
36.294626,138.675125,7
36.292333,138.831305,626
36.300346,138.81143,731
36.304891,138.795912,401
36.307406,138.779831,168
36.334094,138.810468,158
36.323889,138.803685,161
36.32143,138.815662,107
36.320953,138.828884,127
36.345405,138.763973,246
36.334059,138.787781,129
36.382701,138.745465,268
36.380099,139.299763,3899
36.375994,139.281291,1107
36.38872,139.273145,3525
36.402528,139.260954,676
36.416793,139.279303,3835
36.447247,139.270209,1291
36.44189,139.287048,330
36.464289,139.277773,285
36.483156,139.297774,260
36.453571,139.297843,30
36.493133,139.327118,84
36.474425,139.247922,189
36.45943,139.2591,43
36.479925,139.277123,52
36.51782,139.294697,71
36.556435,139.320079,252
36.520236,139.327658,69
36.591344,139.330928,70
36.549277,139.356128,143
36.531272,139.380906,36
36.558622,139.387228,22
36.584476,139.41814,89
36.451941,138.976693,508
36.4467,138.966321,881
36.434995,138.973475,1662
36.4426,138.939798,1330
36.459509,138.994079,313
36.465418,138.957395,853
36.453721,139.010603,777
36.445007,139.000128,547
36.436929,139.001691,480
36.431401,139.002666,498
36.432409,139.022081,2268
36.451207,139.033351,769
36.098534,138.772471,27
36.072536,138.76968,23
36.079229,138.783262,38
36.074338,138.801741,67
36.048249,138.796571,11
36.074961,138.752419,113
36.062194,138.692703,112
36.132631,138.944078,56
36.111966,138.943448,16
36.115252,138.926229,77
36.128668,138.91183,170
36.135191,138.879659,28
36.106119,138.910087,11
36.116358,138.895819,53
36.099892,138.897501,41
36.102315,138.879373,22
36.093156,138.87995,15
36.117231,138.860494,56
36.096568,138.852271,101
36.079672,138.83237,61
36.122905,138.805336,43
36.096284,138.803937,9
36.216617,138.787484,578
36.210746,138.775453,94
36.200502,138.802382,144
36.178545,138.806172,25
36.214939,138.819996,635
36.218472,138.795322,23
36.219746,138.758429,26
36.238516,138.76062,355
36.271047,138.743391,48
36.22637,138.723658,127
36.249543,138.718739,61
36.23073,138.655228,178
36.269995,138.669865,189
36.202876,138.744052,23
36.194132,138.75735,24
36.209552,138.760854,4
36.198495,138.766055,65
36.170364,138.782937,155
36.14831,138.787408,9
36.144957,138.66069,49
36.186487,138.649319,29
36.158136,138.64177,27
36.159212,138.71291,162
36.173079,138.68684,81
36.132856,138.68877,24
36.179794,138.751213,137
36.194153,138.712576,91
36.173016,138.733496,27
36.158351,138.747135,92
36.138426,138.740383,58
36.221979,138.918686,553
36.236943,138.926916,205
36.204835,138.912817,47
36.220245,138.895557,105
36.235925,138.909907,432
36.186028,138.871506,279
36.254552,138.928641,804
36.249812,138.934045,293
36.227135,138.93378,555
36.222322,138.94567,325
36.254153,138.949979,372
36.260184,138.945935,226
36.264858,138.941751,147
36.600036,138.835724,750
36.584793,138.84503,776
36.59508,138.84775,1329
36.582831,138.87749,105
36.57384,138.891554,86
36.587193,138.78245,193
36.638909,138.730503,300
36.601762,138.774255,158
36.696727,138.773923,292
36.601909,138.806951,302
36.647134,138.836668,105
36.620603,138.82212,283
36.63176,138.856119,124
36.656598,138.85359,12
36.593709,138.891256,100
36.611371,138.845377,241
36.623783,138.883652,148
36.628167,138.871225,98
36.649305,138.878024,3
36.60191,138.624733,38
36.597188,138.639637,25
36.591304,138.613339,19
36.577442,138.614785,83
36.581192,138.654392,76
36.677203,138.641653,212
36.561534,138.700032,22
36.54365,138.703927,63
36.531369,138.669193,39
36.554189,138.67741,75
36.54971,138.648961,244
36.565571,138.606138,293
36.555547,138.599058,147
36.540291,138.602799,16
36.531941,138.626057,226
36.5082,138.601027,337
36.454868,138.609602,461
36.472764,138.437247,544
36.554621,138.461141,361
36.484501,138.493647,457
36.5091,138.526032,328
36.522216,138.537214,74
36.554481,138.526776,27
36.537498,138.549742,225
36.451889,138.531717,730
36.538202,138.563185,202
36.53663,138.58392,63
36.571838,138.557862,187
36.608703,138.497436,7
36.62627,138.577347,1928
36.593964,138.570701,196
36.619318,138.957822,946
36.626615,138.911938,313
36.570841,138.801542,1070
36.527859,138.833283,349
36.557867,138.838521,51
36.531492,138.847582,335
36.528781,138.855669,293
36.556863,138.865622,94
36.52129,138.864576,88
36.553084,138.794104,111
36.558481,138.783321,117
36.573045,138.767186,208
36.579522,138.693827,112
36.548103,138.749446,270
36.529093,138.809879,123
36.499612,138.813132,266
36.485962,138.755698,223
36.487385,138.703362,194
36.497412,138.66837,135
36.526474,138.699674,152
36.534347,138.900168,101
36.541664,138.925669,173
36.5138,138.897967,179
36.551111,138.886639,115
36.541367,138.889796,59
36.773653,139.232178,290
36.756668,139.233081,95
36.761444,139.217379,53
36.765194,139.238791,39
36.757274,139.250708,41
36.74662,139.241976,52
36.741492,139.215503,119
36.726871,139.204875,38
36.790454,139.184363,228
36.799682,139.316243,194
36.796755,139.2247,150
36.829292,139.263595,199
36.894222,139.260171,63
36.75806,139.180144,17
36.718567,139.092276,138
36.712924,139.104612,252
36.741714,139.139586,154
36.701824,139.130634,59
36.690513,139.118295,106
36.681396,139.104251,64
36.676748,139.091135,594
36.698563,139.085975,64
36.584907,139.083198,478
36.598545,139.088954,380
36.618376,139.067884,161
36.604972,139.124875,758
36.617422,139.135455,314
36.650616,139.115812,70
36.587676,139.118297,137
36.694382,139.008457,634
36.686401,139.019816,181
36.669363,139.009747,391
36.672796,138.993263,59
36.662066,139.004251,28
36.656987,138.99162,44
36.658437,138.980199,124
36.673188,138.978771,134
36.667713,138.96822,101
36.691487,138.972714,432
36.69635,138.976285,174
36.710702,138.968968,50
36.724413,138.950422,19
36.727011,138.965045,18
36.736677,138.953559,39
36.732916,138.975677,48
36.742415,138.971498,208
36.729442,138.996698,193
36.705878,138.994953,340
36.736621,139.020018,3
36.71943,138.94574,5
36.753485,139.011096,16
36.920613,139.08171,45
36.824782,139.083381,66
36.800436,139.057629,7
36.82391,139.009417,27
36.79838,139.011282,41
36.800842,138.991596,24
36.850326,138.952336,29
36.795373,138.978242,85
36.785503,138.992715,105
36.767453,138.99321,123
36.750425,138.980909,148
36.747535,138.969196,20
36.747914,138.951087,109
36.755759,138.946236,76
36.769186,138.965336,341
36.774237,138.932109,67
36.805193,138.934705,71
36.73181,138.82844,31
36.729082,138.865245,29
36.741394,138.882862,222
36.782097,138.877605,47
36.724264,138.90743,93
36.719048,138.9191,52
36.701972,138.917883,93
36.706196,138.886786,100
36.696162,138.90942,116
36.697497,138.897597,30
36.694613,138.881576,90
36.689909,138.864573,22
36.675253,138.858803,111
36.680037,138.904004,116
36.673762,138.92308,319
36.701493,138.934403,236
36.679963,138.945912,98
36.698081,138.94701,54
36.68707,138.959114,149
36.666897,138.949987,44
36.303603,139.109803,897
36.300924,139.126038,158
36.309164,139.095902,895
36.306285,139.103929,85
36.293437,139.102913,68
36.291149,139.099429,103
36.296009,139.112886,955
36.287342,139.121425,878
36.305091,139.134917,734
36.309129,139.122191,692
36.311523,139.110187,335
36.315505,139.097027,1016
36.297235,139.126333,83
36.297334,139.132768,368
36.29085,139.134184,147
36.285736,139.144559,328
36.28603,139.152572,190
36.283004,139.161601,430
36.294251,139.154933,260
36.302524,139.148355,400
36.297322,139.145349,208
36.31754,139.120926,326
36.314059,139.136909,482
36.323372,139.124684,282
36.324512,139.11155,91
36.328635,139.13371,301
36.328193,139.128416,382
36.262559,139.629551,173
36.266974,139.617773,213
36.26413,139.606069,78
36.246078,139.601048,79
36.245197,139.609891,51
36.243596,139.622679,249
36.242832,139.63475,75
36.234442,139.648717,122
36.232691,139.634373,133
36.221689,139.654265,122
36.215364,139.656757,95
36.218419,139.632754,113
36.206491,139.641293,110
36.199358,139.639174,113
36.205749,139.623592,159
36.195513,139.61937,130
36.208437,139.611257,127
36.209447,139.600357,108
36.217036,139.615118,75
36.219578,139.622634,165
36.228313,139.614286,196
36.222826,139.605542,122
36.230114,139.599053,135
36.220508,139.59712,369
36.226302,139.584901,223
36.233501,139.593229,133
36.241897,139.58554,180
36.239909,139.593427,46
36.233189,139.608242,204
36.218969,139.646012,547
36.228598,139.632329,186
36.213666,139.583338,96
36.216374,139.574139,87
36.214827,139.562991,132
36.207352,139.565368,194
36.203401,139.547567,175
36.210001,139.548269,161
36.215454,139.538079,426
36.207961,139.532984,621
36.207767,139.525042,383
36.197516,139.53033,281
36.196234,139.516198,111
36.198989,139.508068,155
36.203758,139.495887,262
36.213083,139.50646,22
36.211777,139.513628,187
36.205347,139.517722,215
36.207161,139.434623,102
36.204571,139.444746,209
36.217749,139.445066,531
36.198912,139.452089,147
36.195529,139.463092,205
36.196601,139.474704,325
36.197777,139.48627,219
36.207266,139.467059,164
36.211664,139.460827,77
36.216308,139.453917,90
36.227281,139.454891,245
36.230874,139.435824,282
36.235263,139.423285,232
36.223834,139.422104,173
36.217442,139.427244,128
36.215092,139.434235,459
36.251745,139.408606,306
36.248196,139.407347,205
36.255549,139.423888,1184
36.261205,139.415314,786
36.254829,139.41643,287
36.258689,139.410616,747
36.258981,139.425008,585
36.250522,139.413389,427
36.263563,139.420743,687
36.252178,139.400308,909
36.264047,139.400229,186
36.240992,139.386641,256
36.246394,139.395319,956
36.235058,139.392153,31
36.264792,139.428537,23
36.228496,139.40652,615
36.262707,139.393027,792
36.241115,139.412047,1480
36.252457,139.388528,1233
36.25571,139.459031,3195
36.269093,139.489131,367
36.257399,139.486794,64
36.251491,139.468691,175
36.255563,139.47926,441
36.257808,139.476704,442
36.272599,139.45627,331
36.283293,139.452453,260
36.273567,139.441995,492
36.236656,139.445115,1656
36.241578,139.469186,584
36.228036,139.47095,535
35.926677,139.59074,952
35.917179,139.589247,3802
35.91748,139.579048,5220
35.921325,139.567611,964
35.923886,139.557772,1440
35.931967,139.556172,239
35.929482,139.558953,146
35.934313,139.567791,651
35.93925,139.577681,1084
35.935547,139.584267,491
35.934837,139.593192,1691
35.941452,139.586671,212
35.924302,139.562369,62
35.909808,139.564349,1367
35.910246,139.570418,1046
35.895675,139.577463,709
35.886082,139.555999,466
35.884027,139.561499,21
35.893337,139.557054,9
35.897885,139.55395,55
35.876688,139.56409,129
35.906153,139.580158,1239
35.883318,139.593538,391
35.886898,139.58656,184
35.889884,139.594704,913
35.892904,139.587232,802
35.896708,139.58662,321
35.899322,139.593244,475
35.902651,139.584038,2240
35.92788,139.578979,1283
35.925931,139.614101,1775
35.928999,139.617655,2985
35.920697,139.600563,9156
35.919974,139.608528,1680
35.935497,139.620934,8760
35.953137,139.614568,3067
35.957327,139.595761,1953
35.947094,139.600749,2850
35.926222,139.624066,2252
35.926225,139.629952,1227
35.931951,139.635271,3245
35.951709,139.62315,1300
35.942648,139.628258,3317
35.901394,139.64258,310
35.892536,139.638819,1759
35.896473,139.63487,1434
35.902152,139.634434,858
35.900757,139.640025,2856
35.910935,139.640058,2671
35.920971,139.639146,1503
35.918632,139.631367,1257
35.915448,139.622919,1231
35.911751,139.627071,679
35.907616,139.629559,462
35.904869,139.626296,147
35.903906,139.63001,1000
35.909362,139.632484,914
35.900797,139.61764,2755
35.918081,139.615658,3241
35.911381,139.608727,2008
35.909056,139.602518,6632
35.902586,139.610339,3023
35.924675,139.65019,5146
